"","X","tss","roc"
"1",1,"0.936127272727273",0.990855
"2",40,"LQH",3.5
"3",3,"-9.509",9.525
"4",4,"-17.223",6.356
"5",5,"-4.092",20.493
"6",6,"-3.941",25.373
"7",7,"-6.171",17.776
"8",8,"-6.272",24.602
"9",9,"-3.27",7.463
"10",10,"-5.534",18.078
"11",11,"-6.289",3.572
"12",12,"-6.792",18.095
"13",13,"-8.704",25.205
"14",14,"-10.901",22.355
"15",15,"-13.584",22.338
"16",16,"-17.743",17.038
"17",17,"-10.85",1.828
"18",18,"-15.445",2.465
"19",19,"-15.831",-6.943
"20",20,"-21.952",-4.26
