"","X","tss","roc"
"1",1,"0.581745454545455",0.870025757575758
"2",40,"LQH",3.5
"3",3,"-4.576",20.485
"4",4,"-3.827",33.636
"5",5,"-4.661",8.378
"6",6,"-5.127",10.408
"7",7,"-4.916",11.902
"8",8,"-3.203",26.74
"9",9,"-2.602",8.039
"10",10,"-3.175",12.551
"11",11,"-3.106",14.148
"12",12,"-3.307",26.197
"13",13,"-3.766",16.29
"14",14,"-2.679",28.235
"15",15,"-3.499",21.165
"16",16,"-3.013",39.488
"17",17,"-3.22",17.247
"18",18,"-3.047",24.887
"19",19,"-3.322",25.788
"20",20,"-3.013",41.209
