"","X","tss","roc"
"1",1,"0.762924528301887",0.943912735849057
"2",28,"LQH",2.5
"3",3,"-34.871",12.439
"4",4,"-51.738",-8.043
"5",5,"-14.572",9.636
"6",6,"-17.685",18.346
"7",7,"-28.352",9.565
"8",8,"-34.849",17.63
"9",9,"-7.385",17.972
"10",10,"-14.789",23.269
"11",11,"-18.773",16.867
"12",12,"-30.612",24.262
"13",13,"-24.584",12.321
"14",14,"-40.024",-2.455
"15",15,"-36.151",3.554
"16",16,"-51.595",-6.769
"17",17,"-15.616",25.944
"18",18,"-25.599",30.076
"19",19,"-31.519",24.243
"20",20,"-55.378",0.961
