"","X","tss","roc"
"1",1,"0.681351724137931",0.910786206896552
"2",30,"LQHPT",2.5
"3",3,"-2.73",15.049
"4",4,"-3.757",26.927
"5",5,"-2.238",10.634
"6",6,"-3.196",14.565
"7",7,"-3.835",10.557
"8",8,"-3.726",16.736
"9",9,"-2.13",7.411
"10",10,"-1.282",12.517
"11",11,"-2.226",11.51
"12",12,"-2.139",20.279
"13",13,"-4.322",8.489
"14",14,"-3.862",14.641
"15",15,"-3.093",13.324
"16",16,"-4.212",21.57
"17",17,"-3.667",11.067
"18",18,"-3.344",15.966
"19",19,"-5.186",14.33
"20",20,"-4.771",23.673
