"","X","tss","roc"
"1",1,"0.8119",0.933319047619048
"2",32,"LQ",3
"3",3,"-17.171",21.709
"4",4,"-23.18",34.864
"5",5,"-9.692",14.414
"6",6,"-13.52",19.413
"7",7,"-14.644",21.082
"8",8,"-18.951",32.562
"9",9,"-8.774",8.953
"10",10,"-13.183",15.809
"11",11,"-13.242",16.412
"12",12,"-17.962",24.607
"13",13,"-13.247",7.637
"14",14,"-18.557",24.364
"15",15,"-16.464",14.526
"16",16,"-23.603",31.573
"17",17,"-13.474",16.666
"18",18,"-17.239",24.945
"19",19,"-17.622",26.685
"20",20,"-24.335",43.35
