"","X","tss","roc"
"1",1,"0.705828571428571",0.925327142857143
"2",40,"LQH",3.5
"3",3,"-4.792",103.496
"4",4,"-2.185",157.427
"5",5,"-3.557",42.161
"6",6,"-5.453",58.723
"7",7,"-5.316",74.275
"8",8,"-3.563",129.217
"9",9,"-2.328",54.17
"10",10,"-1.494",93.175
"11",11,"-1.784",93.917
"12",12,"-1.967",148.092
"13",13,"-3.613",63.272
"14",14,"-3.151",95.36
"15",15,"-2.963",82.777
"16",16,"-2.185",162.891
"17",17,"-1.504",84.835
"18",18,"-2.399",124.963
"19",19,"-1.565",118.6
"20",20,"-2.084",215.556
