"","X","tss","roc"
"1",1,"0.680586624203822",0.916007324840764
"2",24,"LQHPT",2
"3",3,"-58.232",-47.284
"4",4,"-71.59",-56.33
"5",5,"-35.105",-24.448
"6",6,"-44.551",-33.884
"7",7,"-45.29",-31.434
"8",8,"-61.514",-42.482
"9",9,"-30.395",-21.798
"10",10,"-45.905",-40.173
"11",11,"-48.712",-43.296
"12",12,"-62.992",-55.449
"13",13,"-33.361",-22.57
"14",14,"-53.564",-39.051
"15",15,"-51.171",-37.83
"16",16,"-73.933",-58.93
"17",17,"-45.772",-36.501
"18",18,"-54.702",-41.145
"19",19,"-54.984",-40.829
"20",20,"-75.685",-63.524
