"","X","tss","roc"
"1",1,"0.9158",0.977601162790698
"2",46,"LQH",4
"3",3,"-39.417",-38.992
"4",4,"-71.099",-71.026
"5",5,"-18.555",-17.851
"6",6,"-26.849",-26.557
"7",7,"-32.24",-31.998
"8",8,"-45.829",-45.732
"9",9,"-18.628",-18.166
"10",10,"-30.54",-30.346
"11",11,"-35.252",-35.046
"12",12,"-59.223",-59.186
"13",13,"-22.817",-21.821
"14",14,"-48.476",-48.44
"15",15,"-42.477",-42.198
"16",16,"-63.121",-63.084
"17",17,"-29.69",-29.423
"18",18,"-47.383",-47.286
"19",19,"-50.965",-50.795
"20",20,"-75.483",-75.446
