"","X","tss","roc"
"1",1,"0.673651020408163",0.880722448979592
"2",20,"LQ",2
"3",3,"-26.635",10.233
"4",4,"-45.353",4.694
"5",5,"-13.014",9.498
"6",6,"-19.974",15.425
"7",7,"-23.492",18.999
"8",8,"-33.765",13.368
"9",9,"-12.115",4.448
"10",10,"-17.351",11.694
"11",11,"-19.453",4.587
"12",12,"-31.195",2.239
"13",13,"-18.824",8.441
"14",14,"-42.556",-5.613
"15",15,"-29.851",3.011
"16",16,"-53.423",2.034
"17",17,"-20.519",5.784
"18",18,"-31.283",9.681
"19",19,"-34.035",9.676
"20",201,"-53.718",6.217
