"","X","tss","roc"
"1",1,"0.720202714932127",0.924088235294118
"2",48,"LQHPT",4
"3",3,"-6.094",49.683
"4",4,"-8.623",83.49
"5",5,"-6.574",21.554
"6",6,"-8.719",35.267
"7",7,"-8.226",39.338
"8",8,"-6.331",61.565
"9",9,"-3.905",21.068
"10",10,"-8.546",24.243
"11",11,"-9.878",23.66
"12",12,"-6.767",47.295
"13",13,"-6.184",23.622
"14",14,"-5.422",76.436
"15",15,"-11.485",36.438
"16",16,"-8.021",79.604
"17",17,"-3.732",39.389
"18",18,"-6.959",67.262
"19",19,"-7.663",73.331
"20",20,"-2.401",107.528
