"","X","tss","roc"
"1",1,"0.720799262899263",0.934260718673219
"2",24,"LQHPT",2
"3",3,"-54.984",-53.133
"4",4,"-67.673",-66.803
"5",5,"-39.566",-35.864
"6",6,"-50.381",-47.707
"7",7,"-51.769",-49.607
"8",8,"-65.664",-64.665
"9",9,"-35.822",-31.773
"10",10,"-46.916",-44.005
"11",11,"-49.193",-46.295
"12",12,"-61.463",-60.391
"13",13,"-39.433",-33.782
"14",14,"-56.567",-54.862
"15",15,"-51.763",-48.974
"16",16,"-65.445",-64.245
"17",17,"-46.252",-42.44
"18",18,"-56.256",-54.594
"19",19,"-60.507",-59.021
"20",20,"-70.072",-69.171
