"","X","tss","roc"
"1",1,"0.799772549019608",0.954288725490196
"2",14,"LQ",1.5
"3",3,"-43.026",-11.172
"4",4,"-57.188",-14.453
"5",5,"-21.522",-2.836
"6",6,"-35.589",-11.044
"7",7,"-33.807",-10.127
"8",8,"-47.653",-8.67
"9",9,"-20.442",2.57
"10",10,"-34.279",-16.784
"11",11,"-31.349",-1.174
"12",12,"-45.528",-1.474
"13",13,"-32.094",-15.781
"14",141,"-50.574",-28.71
"15",15,"-44.68",-18.823
"16",16,"-52.442",-9.373
"17",17,"-34.244",-15.31
"18",18,"-42.306",-15.216
"19",19,"-46.522",-3.855
"20",20,"-53.059",-11.686
