"","X","tss","roc"
"1",1,"0.832146478873239",0.968081690140845
"2",28,"LQH",2.5
"3",3,"-44.637",-31.901
"4",4,"-65.357",-50.258
"5",5,"-20.44",3.245
"6",6,"-27.088",4.65
"7",7,"-38.402",-14.324
"8",8,"-57.047",-29.65
"9",9,"-22.25",-16.184
"10",10,"-30.282",-20.77
"11",11,"-37.763",-30.6
"12",12,"-53.758",-46.112
"13",13,"-32.085",-20.616
"14",14,"-52.51",-40.081
"15",15,"-49.412",-38.703
"16",16,"-64.503",-51.37
"17",17,"-34.74",-24.06
"18",18,"-52.684",-40.89
"19",19,"-55.178",-43.008
"20",20,"-71.551",-56.219
