"","X","tss","roc"
"1",1,"0.9766",0.998244827586207
"2",2,"LQ",0.5
"3",3,"-41.203",38.751
"4",4,"-49.937",76.069
"5",5,"-33.13",-1.146
"6",6,"-44.729",-10.31
"7",7,"-46.93",13.764
"8",8,"-56.166",6.211
"9",9,"-22.749",-4.761
"10",10,"-32.683",2.13
"11",11,"-29.408",14.355
"12",12,"-40.236",11.58
"13",13,"-32.468",25.291
"14",14,"-40.881",100.107
"15",15,"-30.75",59.871
"16",16,"-43.476",138.536
"17",17,"-31.162",20.619
"18",18,"-37.032",35.35
"19",19,"-36.818",34.723
"20",20,"-46.644",50.564
