"","X","tss","roc"
"1",1,"0.923427272727273",0.983059545454545
"2",39,"H",3.5
"3",3,"-57.489",-56.852
"4",4,"-69.034",-67.806
"5",5,"-38.984",-38.378
"6",6,"-48.648",-48.431
"7",7,"-44.593",-42.697
"8",8,"-61.886",-60.705
"9",9,"-32.116",-30.811
"10",10,"-38.891",-36.14
"11",11,"-45.898",-44.515
"12",12,"-64.326",-63.487
"13",13,"-32.505",-29.055
"14",14,"-61.684",-60.534
"15",15,"-49.596",-46.799
"16",16,"-66.781",-65.491
"17",17,"-44.857",-43.21
"18",18,"-50.466",-47.203
"19",19,"-58.235",-55.656
"20",20,"-69.329",-66.687
