"","X","tss","roc"
"1",1,"0.369339130434783",0.727997826086957
"2",45,"H",4
"3",3,"-57.341",-56.847
"4",4,"-76.991",-76.938
"5",5,"-23.72",-23.411
"6",6,"-43.271",-43.186
"7",7,"-39.339",-38.95
"8",8,"-69.462",-69.442
"9",9,"-19.715",-19.577
"10",10,"-34.945",-34.787
"11",11,"-37.283",-37.04
"12",12,"-63.922",-63.83
"13",13,"-24.129",-23.543
"14",14,"-52.394",-51.65
"15",15,"-43.64",-41.17
"16",16,"-67.459",-67.229
"17",17,"-34.365",-34.214
"18",18,"-58.356",-58.171
"19",19,"-64.64",-64.469
"20",20,"-79.586",-79.527
