"","X","tss","roc"
"1",1,"0.9805",0.9982
"2",28,"LQH",2.5
"3",3,"-17.88",5.852
"4",4,"-23.992",-0.78
"5",5,"-11.378",12.419
"6",6,"-10.663",12.289
"7",7,"-10.598",14.564
"8",8,"-20.286",2.341
"9",9,"-9.103",14.174
"10",10,"-11.704",11.118
"11",11,"-13.524",9.038
"12",12,"-10.793",31.469
"13",13,"-17.555",3.121
"14",14,"-24.122",-1.04
"15",15,"-10.923",30.754
"16",16,"-17.165",15.54
"17",17,"-9.883",25.358
"18",18,"-16.775",11.964
"19",19,"-11.899",17.685
"20",20,"-19.181",15.865
