"","X","tss","roc"
"1",1,"0.906576923076923",0.982548461538462
"2",30,"LQHPT",2.5
"3",3,"-98.228",-56.824
"4",4,"-99.803",-51.05
"5",5,"-26.115",32.546
"6",6,"-80.774",-9.777
"7",7,"-34.055",51.772
"8",8,"-50.066",51.247
"9",9,"-52.887",-12.795
"10",10,"-72.244",-30.052
"11",11,"-48.491",-7.349
"12",12,"-85.564",-17.585
"13",13,"-82.415",-55.709
"14",14,"-99.738",-98.491
"15",15,"-94.554",-74.869
"16",16,"-100",-65.617
"17",17,"-60.433",36.22
"18",18,"-92.717",-29.199
"19",19,"-88.583",31.102
"20",20,"-100",-90.289
