"","X","tss","roc"
"1",1,"0.614933333333333",0.850508333333333
"2",35,"LQHP",3
"3",3,"-11.48",13.36
"4",4,"-13.509",20.389
"5",5,"-6.977",10.4
"6",6,"-8.232",13.787
"7",7,"-10.308",13.919
"8",8,"-11.57",20.056
"9",9,"-3.972",8.987
"10",10,"-5.393",14.986
"11",11,"-6.4",13.847
"12",12,"-7.447",21.438
"13",13,"-12.626",5.576
"14",14,"-13.283",15.874
"15",15,"-11.344",13.98
"16",16,"-13.708",23.573
"17",17,"-7.765",15.389
"18",18,"-8.353",21.477
"19",19,"-9.877",21.054
"20",20,"-11.572",30.716
